Date,Festive Period,Control Point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total
11/8/2020,H,Shenzhen Bay,Departure,884,111,4,999
11/8/2020,H,China Ferry Terminal,Arrival,0,0,0,0
11/8/2020,H,China Ferry Terminal,Departure,0,0,0,0
11/8/2020,H,Harbour Control,Arrival,0,0,0,0
11/8/2020,H,Harbour Control,Departure,0,0,0,0
11/8/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
11/8/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
11/8/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
11/8/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
11/8/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
11/8/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
12/8/2020,H,Airport,Arrival,388,7,21,416
12/8/2020,H,Airport,Departure,922,24,43,989
12/8/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
12/8/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
12/8/2020,H,Hung Hom,Arrival,0,0,0,0
12/8/2020,H,Hung Hom,Departure,0,0,0,0
12/8/2020,H,Lo Wu,Arrival,0,0,0,0
12/8/2020,H,Lo Wu,Departure,0,0,0,0
12/8/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
12/8/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
12/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,40,0,5,45
12/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,203,23,3,229
12/8/2020,H,Lok Ma Chau,Arrival,0,0,0,0
12/8/2020,H,Lok Ma Chau,Departure,0,0,0,0
12/8/2020,H,Man Kam To,Arrival,0,0,0,0
12/8/2020,H,Man Kam To,Departure,0,0,0,0
12/8/2020,H,Sha Tau Kok,Arrival,0,0,0,0
12/8/2020,H,Sha Tau Kok,Departure,0,0,0,0
12/8/2020,H,Shenzhen Bay,Arrival,504,51,8,563
12/8/2020,H,Shenzhen Bay,Departure,1062,169,4,1235
12/8/2020,H,China Ferry Terminal,Arrival,0,0,0,0
12/8/2020,H,China Ferry Terminal,Departure,0,0,0,0
12/8/2020,H,Harbour Control,Arrival,0,0,0,0
12/8/2020,H,Harbour Control,Departure,0,0,0,0
12/8/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
12/8/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
12/8/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
12/8/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
12/8/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
12/8/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
13/8/2020,H,Airport,Arrival,532,2,16,550
13/8/2020,H,Airport,Departure,1179,15,61,1255
13/8/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
13/8/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
13/8/2020,H,Hung Hom,Arrival,0,0,0,0
13/8/2020,H,Hung Hom,Departure,0,0,0,0
13/8/2020,H,Lo Wu,Arrival,0,0,0,0
13/8/2020,H,Lo Wu,Departure,0,0,0,0
13/8/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
13/8/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
13/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,38,3,6,47
13/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,194,10,5,209
13/8/2020,H,Lok Ma Chau,Arrival,0,0,0,0
13/8/2020,H,Lok Ma Chau,Departure,0,0,0,0
13/8/2020,H,Man Kam To,Arrival,0,0,0,0
13/8/2020,H,Man Kam To,Departure,0,0,0,0
13/8/2020,H,Sha Tau Kok,Arrival,0,0,0,0
13/8/2020,H,Sha Tau Kok,Departure,0,0,0,0
13/8/2020,H,Shenzhen Bay,Arrival,571,53,3,627
13/8/2020,H,Shenzhen Bay,Departure,1035,156,4,1195
13/8/2020,H,China Ferry Terminal,Arrival,0,0,0,0
13/8/2020,H,China Ferry Terminal,Departure,0,0,0,0
13/8/2020,H,Harbour Control,Arrival,0,0,0,0
13/8/2020,H,Harbour Control,Departure,0,0,0,0
13/8/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
13/8/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
13/8/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
13/8/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
13/8/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
13/8/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
14/8/2020,H,Airport,Arrival,793,3,49,845
14/8/2020,H,Airport,Departure,1565,23,88,1676
14/8/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
14/8/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
14/8/2020,H,Hung Hom,Arrival,0,0,0,0
14/8/2020,H,Hung Hom,Departure,0,0,0,0
14/8/2020,H,Lo Wu,Arrival,0,0,0,0
14/8/2020,H,Lo Wu,Departure,0,0,0,0
14/8/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
14/8/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
14/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,51,1,7,59
14/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,188,7,7,202
14/8/2020,H,Lok Ma Chau,Arrival,0,0,0,0
14/8/2020,H,Lok Ma Chau,Departure,0,0,0,0
14/8/2020,H,Man Kam To,Arrival,0,0,0,0
14/8/2020,H,Man Kam To,Departure,0,0,0,0
14/8/2020,H,Sha Tau Kok,Arrival,0,0,0,0
14/8/2020,H,Sha Tau Kok,Departure,0,0,0,0
14/8/2020,H,Shenzhen Bay,Arrival,500,48,2,550
14/8/2020,H,Shenzhen Bay,Departure,880,85,5,970
14/8/2020,H,China Ferry Terminal,Arrival,0,0,0,0
14/8/2020,H,China Ferry Terminal,Departure,0,0,0,0
14/8/2020,H,Harbour Control,Arrival,0,0,0,0
14/8/2020,H,Harbour Control,Departure,0,0,0,0
14/8/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
14/8/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
14/8/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
14/8/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
14/8/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
14/8/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
15/8/2020,H,Airport,Arrival,745,5,39,789
15/8/2020,H,Airport,Departure,1636,44,195,1875
15/8/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
15/8/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
15/8/2020,H,Hung Hom,Arrival,0,0,0,0
15/8/2020,H,Hung Hom,Departure,0,0,0,0
15/8/2020,H,Lo Wu,Arrival,0,0,0,0
15/8/2020,H,Lo Wu,Departure,0,0,0,0
15/8/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
15/8/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
15/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,46,9,33,88
15/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,152,6,4,162
15/8/2020,H,Lok Ma Chau,Arrival,0,0,0,0
15/8/2020,H,Lok Ma Chau,Departure,0,0,0,0
15/8/2020,H,Man Kam To,Arrival,0,0,0,0
15/8/2020,H,Man Kam To,Departure,0,0,0,0
15/8/2020,H,Sha Tau Kok,Arrival,0,0,0,0
15/8/2020,H,Sha Tau Kok,Departure,0,0,0,0
15/8/2020,H,Shenzhen Bay,Arrival,629,76,6,711
15/8/2020,H,Shenzhen Bay,Departure,774,108,7,889
15/8/2020,H,China Ferry Terminal,Arrival,0,0,0,0
15/8/2020,H,China Ferry Terminal,Departure,0,0,0,0
15/8/2020,H,Harbour Control,Arrival,0,0,0,0
15/8/2020,H,Harbour Control,Departure,0,0,0,0
15/8/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
15/8/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
15/8/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
15/8/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
15/8/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
15/8/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
16/8/2020,H,Airport,Arrival,786,11,21,818
16/8/2020,H,Airport,Departure,1595,35,74,1704
16/8/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
16/8/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
16/8/2020,H,Hung Hom,Arrival,0,0,0,0
16/8/2020,H,Hung Hom,Departure,0,0,0,0
16/8/2020,H,Lo Wu,Arrival,0,0,0,0
16/8/2020,H,Lo Wu,Departure,0,0,0,0
16/8/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
16/8/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
16/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,51,3,1,55
16/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,113,7,6,126
16/8/2020,H,Lok Ma Chau,Arrival,0,0,0,0
16/8/2020,H,Lok Ma Chau,Departure,0,0,0,0
16/8/2020,H,Man Kam To,Arrival,0,0,0,0
16/8/2020,H,Man Kam To,Departure,0,0,0,0
16/8/2020,H,Sha Tau Kok,Arrival,0,0,0,0
16/8/2020,H,Sha Tau Kok,Departure,0,0,0,0
16/8/2020,H,Shenzhen Bay,Arrival,699,57,6,762
16/8/2020,H,Shenzhen Bay,Departure,659,69,2,730
16/8/2020,H,China Ferry Terminal,Arrival,0,0,0,0
16/8/2020,H,China Ferry Terminal,Departure,0,0,0,0
16/8/2020,H,Harbour Control,Arrival,0,0,0,0
16/8/2020,H,Harbour Control,Departure,0,0,0,0
16/8/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
16/8/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
16/8/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
16/8/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
16/8/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
16/8/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
17/8/2020,H,Airport,Arrival,690,6,22,718
17/8/2020,H,Airport,Departure,913,15,32,960
17/8/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
17/8/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
17/8/2020,H,Hung Hom,Arrival,0,0,0,0
17/8/2020,H,Hung Hom,Departure,0,0,0,0
17/8/2020,H,Lo Wu,Arrival,0,0,0,0
17/8/2020,H,Lo Wu,Departure,0,0,0,0
17/8/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
17/8/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
17/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,48,0,7,55
17/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,96,5,3,104
17/8/2020,H,Lok Ma Chau,Arrival,0,0,0,0
17/8/2020,H,Lok Ma Chau,Departure,0,0,0,0
17/8/2020,H,Man Kam To,Arrival,0,0,0,0
17/8/2020,H,Man Kam To,Departure,0,0,0,0
17/8/2020,H,Sha Tau Kok,Arrival,0,0,0,0
17/8/2020,H,Sha Tau Kok,Departure,0,0,0,0
17/8/2020,H,Shenzhen Bay,Arrival,710,71,1,782
17/8/2020,H,Shenzhen Bay,Departure,443,46,1,490
17/8/2020,H,China Ferry Terminal,Arrival,0,0,0,0
17/8/2020,H,China Ferry Terminal,Departure,0,0,0,0
17/8/2020,H,Harbour Control,Arrival,0,0,0,0
17/8/2020,H,Harbour Control,Departure,0,0,0,0
17/8/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
17/8/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
17/8/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
17/8/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
17/8/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
17/8/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
18/8/2020,H,Airport,Arrival,435,0,14,449
18/8/2020,H,Airport,Departure,1253,19,48,1320
18/8/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
18/8/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
18/8/2020,H,Hung Hom,Arrival,0,0,0,0
18/8/2020,H,Hung Hom,Departure,0,0,0,0
18/8/2020,H,Lo Wu,Arrival,0,0,0,0
18/8/2020,H,Lo Wu,Departure,0,0,0,0
18/8/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
18/8/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
18/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,57,1,7,65
18/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,150,10,8,168
18/8/2020,H,Lok Ma Chau,Arrival,0,0,0,0
18/8/2020,H,Lok Ma Chau,Departure,0,0,0,0
18/8/2020,H,Man Kam To,Arrival,0,0,0,0
18/8/2020,H,Man Kam To,Departure,0,0,0,0
18/8/2020,H,Sha Tau Kok,Arrival,0,0,0,0
18/8/2020,H,Sha Tau Kok,Departure,0,0,0,0
18/8/2020,H,Shenzhen Bay,Arrival,673,49,2,724
18/8/2020,H,Shenzhen Bay,Departure,782,78,3,863
18/8/2020,H,China Ferry Terminal,Arrival,0,0,0,0
18/8/2020,H,China Ferry Terminal,Departure,0,0,0,0
18/8/2020,H,Harbour Control,Arrival,0,0,0,0
18/8/2020,H,Harbour Control,Departure,0,0,0,0
18/8/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
18/8/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
18/8/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
18/8/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
18/8/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
18/8/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
19/8/2020,H,Airport,Arrival,501,1,21,523
19/8/2020,H,Airport,Departure,870,10,33,913
19/8/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
19/8/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
19/8/2020,H,Hung Hom,Arrival,0,0,0,0
19/8/2020,H,Hung Hom,Departure,0,0,0,0
19/8/2020,H,Lo Wu,Arrival,0,0,0,0
19/8/2020,H,Lo Wu,Departure,0,0,0,0
19/8/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
19/8/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
19/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,17,0,2,19
19/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,79,3,1,83
19/8/2020,H,Lok Ma Chau,Arrival,0,0,0,0
19/8/2020,H,Lok Ma Chau,Departure,0,0,0,0
19/8/2020,H,Man Kam To,Arrival,0,0,0,0
19/8/2020,H,Man Kam To,Departure,0,0,0,0
19/8/2020,H,Sha Tau Kok,Arrival,0,0,0,0
19/8/2020,H,Sha Tau Kok,Departure,0,0,0,0
19/8/2020,H,Shenzhen Bay,Arrival,359,27,5,391
19/8/2020,H,Shenzhen Bay,Departure,806,111,1,918
19/8/2020,H,China Ferry Terminal,Arrival,0,0,0,0
19/8/2020,H,China Ferry Terminal,Departure,0,0,0,0
19/8/2020,H,Harbour Control,Arrival,0,0,0,0
19/8/2020,H,Harbour Control,Departure,0,0,0,0
19/8/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
19/8/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
19/8/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
19/8/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
19/8/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
19/8/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
20/8/2020,H,Airport,Arrival,712,1,29,742
20/8/2020,H,Airport,Departure,1260,6,54,1320
20/8/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
20/8/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
20/8/2020,H,Hung Hom,Arrival,0,0,0,0
20/8/2020,H,Hung Hom,Departure,0,0,0,0
20/8/2020,H,Lo Wu,Arrival,0,0,0,0
20/8/2020,H,Lo Wu,Departure,0,0,0,0
20/8/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
20/8/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
20/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,43,2,12,57
20/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,142,3,6,151
20/8/2020,H,Lok Ma Chau,Arrival,0,0,0,0
20/8/2020,H,Lok Ma Chau,Departure,0,0,0,0
20/8/2020,H,Man Kam To,Arrival,0,0,0,0
20/8/2020,H,Man Kam To,Departure,0,0,0,0
20/8/2020,H,Sha Tau Kok,Arrival,0,0,0,0
20/8/2020,H,Sha Tau Kok,Departure,0,0,0,0
20/8/2020,H,Shenzhen Bay,Arrival,605,84,2,691
20/8/2020,H,Shenzhen Bay,Departure,741,98,5,844
20/8/2020,H,China Ferry Terminal,Arrival,0,0,0,0
20/8/2020,H,China Ferry Terminal,Departure,0,0,0,0
20/8/2020,H,Harbour Control,Arrival,0,0,0,0
20/8/2020,H,Harbour Control,Departure,0,0,0,0
20/8/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
20/8/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
20/8/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
20/8/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
20/8/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
20/8/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
21/8/2020,H,Airport,Arrival,722,10,25,757
21/8/2020,H,Airport,Departure,1681,27,184,1892
21/8/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
21/8/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
21/8/2020,H,Hung Hom,Arrival,0,0,0,0
21/8/2020,H,Hung Hom,Departure,0,0,0,0
21/8/2020,H,Lo Wu,Arrival,0,0,0,0
21/8/2020,H,Lo Wu,Departure,0,0,0,0
21/8/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
21/8/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
21/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,54,3,89,146
21/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,164,7,5,176
21/8/2020,H,Lok Ma Chau,Arrival,0,0,0,0
21/8/2020,H,Lok Ma Chau,Departure,0,0,0,0
21/8/2020,H,Man Kam To,Arrival,0,0,0,0
21/8/2020,H,Man Kam To,Departure,0,0,0,0
21/8/2020,H,Sha Tau Kok,Arrival,0,0,0,0
21/8/2020,H,Sha Tau Kok,Departure,0,0,0,0
21/8/2020,H,Shenzhen Bay,Arrival,612,56,3,671
21/8/2020,H,Shenzhen Bay,Departure,715,75,3,793
21/8/2020,H,China Ferry Terminal,Arrival,0,0,0,0
21/8/2020,H,China Ferry Terminal,Departure,0,0,0,0
21/8/2020,H,Harbour Control,Arrival,0,0,0,0
21/8/2020,H,Harbour Control,Departure,0,0,0,0
21/8/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
21/8/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
21/8/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
21/8/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
21/8/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
21/8/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
22/8/2020,H,Airport,Arrival,570,1,12,583
22/8/2020,H,Airport,Departure,1530,26,48,1604
22/8/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
22/8/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
22/8/2020,H,Hung Hom,Arrival,0,0,0,0
22/8/2020,H,Hung Hom,Departure,0,0,0,0
22/8/2020,H,Lo Wu,Arrival,0,0,0,0
22/8/2020,H,Lo Wu,Departure,0,0,0,0
22/8/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
22/8/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
22/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,41,4,5,50
22/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,182,5,9,196
22/8/2020,H,Lok Ma Chau,Arrival,0,0,0,0
22/8/2020,H,Lok Ma Chau,Departure,0,0,0,0
22/8/2020,H,Man Kam To,Arrival,0,0,0,0
22/8/2020,H,Man Kam To,Departure,0,0,0,0
22/8/2020,H,Sha Tau Kok,Arrival,0,0,0,0
22/8/2020,H,Sha Tau Kok,Departure,0,0,0,0
22/8/2020,H,Shenzhen Bay,Arrival,502,78,3,583
22/8/2020,H,Shenzhen Bay,Departure,801,108,1,910
22/8/2020,H,China Ferry Terminal,Arrival,0,0,0,0
22/8/2020,H,China Ferry Terminal,Departure,0,0,0,0
22/8/2020,H,Harbour Control,Arrival,0,0,0,0
22/8/2020,H,Harbour Control,Departure,0,0,0,0
22/8/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
22/8/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
22/8/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
22/8/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
22/8/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
22/8/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
23/8/2020,H,Airport,Arrival,865,10,48,923
23/8/2020,H,Airport,Departure,1790,27,60,1877
23/8/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
23/8/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
23/8/2020,H,Hung Hom,Arrival,0,0,0,0
23/8/2020,H,Hung Hom,Departure,0,0,0,0
23/8/2020,H,Lo Wu,Arrival,0,0,0,0
23/8/2020,H,Lo Wu,Departure,0,0,0,0
23/8/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
23/8/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
23/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,52,1,0,53
23/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,117,8,1,126
23/8/2020,H,Lok Ma Chau,Arrival,0,0,0,0
23/8/2020,H,Lok Ma Chau,Departure,0,0,0,0
23/8/2020,H,Man Kam To,Arrival,0,0,0,0
23/8/2020,H,Man Kam To,Departure,0,0,0,0
23/8/2020,H,Sha Tau Kok,Arrival,0,0,0,0
23/8/2020,H,Sha Tau Kok,Departure,0,0,0,0
23/8/2020,H,Shenzhen Bay,Arrival,634,68,8,710
23/8/2020,H,Shenzhen Bay,Departure,458,58,3,519
23/8/2020,H,China Ferry Terminal,Arrival,0,0,0,0
23/8/2020,H,China Ferry Terminal,Departure,0,0,0,0
23/8/2020,H,Harbour Control,Arrival,0,0,0,0
23/8/2020,H,Harbour Control,Departure,0,0,0,0
23/8/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
23/8/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
23/8/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
23/8/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
23/8/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
23/8/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
24/8/2020,H,Airport,Arrival,611,8,9,628
24/8/2020,H,Airport,Departure,1045,22,81,1148
24/8/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
24/8/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
24/8/2020,H,Hung Hom,Arrival,0,0,0,0
24/8/2020,H,Hung Hom,Departure,0,0,0,0
24/8/2020,H,Lo Wu,Arrival,0,0,0,0
24/8/2020,H,Lo Wu,Departure,0,0,0,0
24/8/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
24/8/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
24/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,46,1,2,49
24/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,84,6,8,98
24/8/2020,H,Lok Ma Chau,Arrival,0,0,0,0
24/8/2020,H,Lok Ma Chau,Departure,0,0,0,0
24/8/2020,H,Man Kam To,Arrival,0,0,0,0
24/8/2020,H,Man Kam To,Departure,0,0,0,0
24/8/2020,H,Sha Tau Kok,Arrival,0,0,0,0
24/8/2020,H,Sha Tau Kok,Departure,0,0,0,0
24/8/2020,H,Shenzhen Bay,Arrival,614,47,5,666
24/8/2020,H,Shenzhen Bay,Departure,395,48,3,446
24/8/2020,H,China Ferry Terminal,Arrival,0,0,0,0
24/8/2020,H,China Ferry Terminal,Departure,0,0,0,0
24/8/2020,H,Harbour Control,Arrival,0,0,0,0
24/8/2020,H,Harbour Control,Departure,0,0,0,0
24/8/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
24/8/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
24/8/2020,H,Macau Ferry Terminal,Arrival,0,0,0,0
24/8/2020,H,Macau Ferry Terminal,Departure,0,0,0,0
24/8/2020,H,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
24/8/2020,H,Tuen Mun Ferry Terminal,Departure,0,0,0,0
25/8/2020,H,Airport,Arrival,433,9,10,452
25/8/2020,H,Airport,Departure,1498,19,91,1608
25/8/2020,H,Express Rail Link West Kowloon,Arrival,0,0,0,0
25/8/2020,H,Express Rail Link West Kowloon,Departure,0,0,0,0
25/8/2020,H,Hung Hom,Arrival,0,0,0,0
25/8/2020,H,Hung Hom,Departure,0,0,0,0
25/8/2020,H,Lo Wu,Arrival,0,0,0,0
25/8/2020,H,Lo Wu,Departure,0,0,0,0
25/8/2020,H,Lok Ma Chau Spur Line,Arrival,0,0,0,0
25/8/2020,H,Lok Ma Chau Spur Line,Departure,0,0,0,0
25/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Arrival,55,4,3,62
25/8/2020,H,Hong Kong-Zhuhai-Macao Bridge,Departure,131,7,6,144
25/8/2020,H,Lok Ma Chau,Arrival,0,0,0,0
25/8/2020,H,Lok Ma Chau,Departure,0,0,0,0
25/8/2020,H,Man Kam To,Arrival,0,0,0,0
25/8/2020,H,Man Kam To,Departure,0,0,0,0
25/8/2020,H,Sha Tau Kok,Arrival,0,0,0,0
25/8/2020,H,Sha Tau Kok,Departure,0,0,0,0
25/8/2020,H,Shenzhen Bay,Arrival,588,61,4,653
25/8/2020,H,Shenzhen Bay,Departure,610,59,6,675
25/8/2020,H,China Ferry Terminal,Arrival,0,0,0,0
25/8/2020,H,China Ferry Terminal,Departure,0,0,0,0
25/8/2020,H,Harbour Control,Arrival,0,0,0,0
25/8/2020,H,Harbour Control,Departure,0,0,0,0
25/8/2020,H,Kai Tak Cruise Terminal,Arrival,0,0,0,0
25/8/2020,H,Kai Tak Cruise Terminal,Departure,0,0,0,0
